Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Uzoma Nwaoha	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;2859d1a4-e501-4a5e-9d34-fe7faf6c5815			Anthony Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;2859d1a4-e501-4a5e-9d34-fe7faf6c5815	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;2859d1a4-e501-4a5e-9d34-fe7faf6c5815	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;2859d1a4-e501-4a5e-9d34-fe7faf6c5815	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb;2859d1a4-e501-4a5e-9d34-fe7faf6c5815
Abubakar Adamu	76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;15295509-ba02-40a7-8a25-834397033f51	Mohammed Adamu ; Adamu Mohammed	3a87e503-1898-44a7-a7b2-02341595f719;af0ef706-2a30-404d-91d9-b820d60092bd;c6b1aba2-2242-4106-a3d9-d99a0738f4f5;d43fd62b-2977-4ee3-bc7f-1ab00fe32c0e;45f509b4-72cf-4467-97ef-2cdb8ff100a7	Anambra State Police Command	af0ef706-2a30-404d-91d9-b820d60092bd	Commander	af0ef706-2a30-404d-91d9-b820d60092bd			Commissioner of Police	af0ef706-2a30-404d-91d9-b820d60092bd
Alhaji Ibrahim Murktari	c45fc35c-2387-488a-83de-2aa9c5733bac	Muktari Mohammed ; Muktari Ibrahim	a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb	Anambra State Police Command	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb	Commander	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb			Commissioner of Police	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb
Alhaji Ibrahim Murktari	c45fc35c-2387-488a-83de-2aa9c5733bac	Muktari Mohammed ; Muktari Ibrahim	a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb	Anambra State Police Command	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb	Commander	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb			Commissioner of Police	c45fc35c-2387-488a-83de-2aa9c5733bac;a146b6c8-02ec-43d0-8338-66a5c8106563;4fb827e5-3178-4d65-8e7b-4519157156a7;b4432c69-d03d-46c4-a173-561f18ba0334;9b2e1cbf-2a71-4e37-8bee-956cfac9beeb
Alhaji Mohammed Abbas	c8c901aa-ed71-45b7-ba5e-263588c8b599;805b2af5-bb33-440a-bb0e-a945e8a26547	Mohammed M. Abbass	2592294c-1f4a-4d96-94b0-46c162dac8d2	Anambra State Police Command	2592294c-1f4a-4d96-94b0-46c162dac8d2;c8c901aa-ed71-45b7-ba5e-263588c8b599;805b2af5-bb33-440a-bb0e-a945e8a26547	Commander	2592294c-1f4a-4d96-94b0-46c162dac8d2;c8c901aa-ed71-45b7-ba5e-263588c8b599;805b2af5-bb33-440a-bb0e-a945e8a26547			Commissioner of Police	2592294c-1f4a-4d96-94b0-46c162dac8d2;c8c901aa-ed71-45b7-ba5e-263588c8b599;805b2af5-bb33-440a-bb0e-a945e8a26547
Alhalji Amusa Bello	dc4e2e5f-b667-450b-953b-3b15c3408559	Amusa Bello	9329ceb7-175c-4c75-a0a5-a21ed1789d84	Anambra State Police Command	9329ceb7-175c-4c75-a0a5-a21ed1789d84;dc4e2e5f-b667-450b-953b-3b15c3408559	Commander	9329ceb7-175c-4c75-a0a5-a21ed1789d84;dc4e2e5f-b667-450b-953b-3b15c3408559			Commissioner of Police	9329ceb7-175c-4c75-a0a5-a21ed1789d84;dc4e2e5f-b667-450b-953b-3b15c3408559
Bala Magaji Nasarawa	fe496997-13ea-4265-8736-89834663ca23;edd7e16f-481e-409e-8c58-70bc13afc127	Ballah Nasarawa ; Bala Nasarawa ; Ballah Magaji Na­sarawa ; Balla Nasarawa ; Bala M Nasarawa	d683a540-8984-4c6b-97e5-c4f0a39bee38;ff894845-3ca0-4287-ac9d-ac0619cc98ad;efdfbef6-89c7-4504-a9f5-70621a4f550e;62dd0aba-b120-4097-bd93-844dd4cd728e;296fd1ba-f9d4-4219-9fa7-6e8ef53bcb74;bdfdd6c5-9121-434a-bc11-e0d9edbbbb5f;c21e9e20-97ca-47ce-be5b-0a86552c46a5;8b9e3566-0e11-4131-b8a3-c3856c2d701f;31aebb45-ce98-4f8b-b3dd-c05e3b2233be;faf28285-87ef-46dc-b203-a09bbc1e7eee;b2f12e8a-0133-4a91-b17c-fc809957ed85;4e2eb619-a7d5-4ed2-9b5d-b52379479464;b166faeb-7005-422d-8dd1-b8039edc0705;8425d600-04c5-44a9-99d6-e8f51f5a8d1e;e6900697-fe44-4b99-83a2-d01591b56cd0	Anambra State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad;62dd0aba-b120-4097-bd93-844dd4cd728e;bdfdd6c5-9121-434a-bc11-e0d9edbbbb5f;c21e9e20-97ca-47ce-be5b-0a86552c46a5;8b9e3566-0e11-4131-b8a3-c3856c2d701f;faf28285-87ef-46dc-b203-a09bbc1e7eee;b166faeb-7005-422d-8dd1-b8039edc0705	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad;62dd0aba-b120-4097-bd93-844dd4cd728e;bdfdd6c5-9121-434a-bc11-e0d9edbbbb5f;c21e9e20-97ca-47ce-be5b-0a86552c46a5;8b9e3566-0e11-4131-b8a3-c3856c2d701f;faf28285-87ef-46dc-b203-a09bbc1e7eee;b166faeb-7005-422d-8dd1-b8039edc0705			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad;62dd0aba-b120-4097-bd93-844dd4cd728e;bdfdd6c5-9121-434a-bc11-e0d9edbbbb5f;c21e9e20-97ca-47ce-be5b-0a86552c46a5;8b9e3566-0e11-4131-b8a3-c3856c2d701f;faf28285-87ef-46dc-b203-a09bbc1e7eee;b166faeb-7005-422d-8dd1-b8039edc0705
Donald Iroham	20a967b7-27e0-4117-9128-7473859184c4			Anambra State Police Command	20a967b7-27e0-4117-9128-7473859184c4	Commander	20a967b7-27e0-4117-9128-7473859184c4			Commissioner of Police	20a967b7-27e0-4117-9128-7473859184c4
Hassan Karma	da0c9823-ceee-4713-92ca-9eb99eea72ee			Anambra State Police Command	da0c9823-ceee-4713-92ca-9eb99eea72ee	Commander	da0c9823-ceee-4713-92ca-9eb99eea72ee			Commissioner of Police	da0c9823-ceee-4713-92ca-9eb99eea72ee
Karma Hosea Hassan	b166faeb-7005-422d-8dd1-b8039edc0705;95373916-7e9f-49e5-bef2-732a676bd592	Karma Hassan ; Hassan Karma ; Hosea Karma ; Hosea Karma Hassan	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;c6b1aba2-2242-4106-a3d9-d99a0738f4f5;a8061fae-e4d3-4d89-aa9b-2e82960c6dca;4e2eb619-a7d5-4ed2-9b5d-b52379479464;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7;65d654a8-2704-46b9-834a-f5b037dbf52f	Anambra State Police Command	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7	Commander	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7			Commissioner of Police	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7
Karma Hosea Hassan	b166faeb-7005-422d-8dd1-b8039edc0705;95373916-7e9f-49e5-bef2-732a676bd592	Karma Hassan ; Hassan Karma ; Hosea Karma ; Hosea Karma Hassan	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;c6b1aba2-2242-4106-a3d9-d99a0738f4f5;a8061fae-e4d3-4d89-aa9b-2e82960c6dca;4e2eb619-a7d5-4ed2-9b5d-b52379479464;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7;65d654a8-2704-46b9-834a-f5b037dbf52f	Anambra State Police Command	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7	Commander	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7			Commissioner of Police	b166faeb-7005-422d-8dd1-b8039edc0705;49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4;d468eb4c-6084-4c8a-9d27-cad2e151f09b;507837d6-ba82-4be3-945f-1ad45e23d5ac;3f2b15ca-1db3-4310-a497-c9c647f6d5b8;6343db72-2ecd-454a-9f2e-5ef6ddaec6bb;2d4edd40-84c9-4e9e-a163-10e3b58fa80e;45f509b4-72cf-4467-97ef-2cdb8ff100a7
Mohammed Indabawa	efdfbef6-89c7-4504-a9f5-70621a4f550e;ff894845-3ca0-4287-ac9d-ac0619cc98ad;8425d600-04c5-44a9-99d6-e8f51f5a8d1e;5d6083e4-1cbc-4126-92a5-e1446c642468;fa240466-471a-46f5-8dcc-79e80ed6a1f6			Anambra State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e
Moses Anegbode	15721b5e-db1d-4e8d-8d42-6d8981b0624c			Anambra State Police Command	15721b5e-db1d-4e8d-8d42-6d8981b0624c	Commander	15721b5e-db1d-4e8d-8d42-6d8981b0624c			Commissioner of Police	15721b5e-db1d-4e8d-8d42-6d8981b0624c
Oliver M. Osuchukwu	2592294c-1f4a-4d96-94b0-46c162dac8d2	Oliver Osuchukwu	ca9507f3-f385-4b3c-8a18-13a5eca53c9f;a6b971dd-f168-4909-9d35-6a9468fca973;c535c4d8-1803-4338-b7b9-a892dc50d7a1	Anambra State Police Command	ca9507f3-f385-4b3c-8a18-13a5eca53c9f;a6b971dd-f168-4909-9d35-6a9468fca973;c535c4d8-1803-4338-b7b9-a892dc50d7a1	Commander	ca9507f3-f385-4b3c-8a18-13a5eca53c9f;a6b971dd-f168-4909-9d35-6a9468fca973;c535c4d8-1803-4338-b7b9-a892dc50d7a1			Commissioner of Police	ca9507f3-f385-4b3c-8a18-13a5eca53c9f;a6b971dd-f168-4909-9d35-6a9468fca973;c535c4d8-1803-4338-b7b9-a892dc50d7a1
Paul Yakadi	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4			Anambra State Police Command	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4	Commander	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4			Commissioner of Police	49d1cb34-8a27-46c1-a4ab-cf2c15bc57b4
Philemon I. Leha	9552cff8-86f7-4cf4-bb76-6bedd5cef11f	Philomen Leha ; P. I leha	59d45e54-21f5-4a40-b5a8-1cb3e6673aad;98fd0277-821b-48df-9d70-7454211769f4;9ca5609c-56f2-455f-be7b-cf111c7f6f52;8deb489a-dc4c-4f48-b6be-80d67ab7b953;79912a9c-b8f1-4997-9fc7-597b895fb9c2;8425d600-04c5-44a9-99d6-e8f51f5a8d1e;5475128d-eef1-42ef-979b-91c815c4ec05;824572a2-69cf-413c-a220-fd44652cb73d;294e4128-dcef-4162-8c91-e2bf309d2f88	Anambra State Police Command	59d45e54-21f5-4a40-b5a8-1cb3e6673aad;5475128d-eef1-42ef-979b-91c815c4ec05;824572a2-69cf-413c-a220-fd44652cb73d;294e4128-dcef-4162-8c91-e2bf309d2f88	Commander	59d45e54-21f5-4a40-b5a8-1cb3e6673aad;5475128d-eef1-42ef-979b-91c815c4ec05;824572a2-69cf-413c-a220-fd44652cb73d;294e4128-dcef-4162-8c91-e2bf309d2f88			Commissioner of Police	59d45e54-21f5-4a40-b5a8-1cb3e6673aad;5475128d-eef1-42ef-979b-91c815c4ec05;824572a2-69cf-413c-a220-fd44652cb73d;294e4128-dcef-4162-8c91-e2bf309d2f88
Samuel Okaula	0cd31cc8-55cd-4b5f-aa1d-4a36bdaf5c96			Anambra State Police Command	0cd31cc8-55cd-4b5f-aa1d-4a36bdaf5c96	Commander	0cd31cc8-55cd-4b5f-aa1d-4a36bdaf5c96			Commissioner of Police	0cd31cc8-55cd-4b5f-aa1d-4a36bdaf5c96
Usman Akila Gwary	8e919380-7581-4f1e-b18d-7e66dfea171b;40431283-4a69-425d-a357-e74f338dc39a;edd7e16f-481e-409e-8c58-70bc13afc127;1204a952-4ea1-450c-92d1-0d8b2f49d151	Usman Gwary;Usman Gwari	8589d441-bde2-44cf-9f7b-d6ca0bb814ff;93f2cbde-9f31-4eac-a694-9f42aeeabbec;1e28bc60-5117-4d81-9996-be2391417b26;b739573e-e7ca-43c9-874c-bbf75a2e3f23	Anambra State Police Command	8589d441-bde2-44cf-9f7b-d6ca0bb814ff;93f2cbde-9f31-4eac-a694-9f42aeeabbec;1e28bc60-5117-4d81-9996-be2391417b26;b739573e-e7ca-43c9-874c-bbf75a2e3f23;1204a952-4ea1-450c-92d1-0d8b2f49d151	Commander	8589d441-bde2-44cf-9f7b-d6ca0bb814ff;93f2cbde-9f31-4eac-a694-9f42aeeabbec;1e28bc60-5117-4d81-9996-be2391417b26;b739573e-e7ca-43c9-874c-bbf75a2e3f23;1204a952-4ea1-450c-92d1-0d8b2f49d151			Commissioner of Police	8589d441-bde2-44cf-9f7b-d6ca0bb814ff;93f2cbde-9f31-4eac-a694-9f42aeeabbec;1e28bc60-5117-4d81-9996-be2391417b26;b739573e-e7ca-43c9-874c-bbf75a2e3f23;1204a952-4ea1-450c-92d1-0d8b2f49d151
Victor Onyeugo	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Alapere Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Adepoju A. Ilori	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Alakuko Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Musa Modibbo Alim	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Alagbado Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Uduak Udom Isaac	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Alade Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Jibrin Gani	cce0ed2e-0d3b-4c0a-8a38-04c1397b157c			Akwanga Police Division	cce0ed2e-0d3b-4c0a-8a38-04c1397b157c	Commander	cce0ed2e-0d3b-4c0a-8a38-04c1397b157c	Divisional Police Officer	cce0ed2e-0d3b-4c0a-8a38-04c1397b157c		
Ayoola Ajala	ba321e6a-5ed0-466d-afb6-324a5bac921b;cce0ed2e-0d3b-4c0a-8a38-04c1397b157c			Akwanga Police Area Command	ba321e6a-5ed0-466d-afb6-324a5bac921b;cce0ed2e-0d3b-4c0a-8a38-04c1397b157c	Commander	ba321e6a-5ed0-466d-afb6-324a5bac921b;cce0ed2e-0d3b-4c0a-8a38-04c1397b157c			Assistant Commissioner of Police	cce0ed2e-0d3b-4c0a-8a38-04c1397b157c
Musa Yunana Sammy	21ee3a1b-1fa4-449e-a626-867797145566			Akwanga Police Area Command	21ee3a1b-1fa4-449e-a626-867797145566	Commander	21ee3a1b-1fa4-449e-a626-867797145566			Assistant Commissioner of Police	21ee3a1b-1fa4-449e-a626-867797145566
Felix Uyanna	da542b54-67c7-48ac-89e9-4c81efa6eb8a	Felix Uyana	efdfbef6-89c7-4504-a9f5-70621a4f550e	Akwa Ibom State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e;da542b54-67c7-48ac-89e9-4c81efa6eb8a	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e;da542b54-67c7-48ac-89e9-4c81efa6eb8a			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e;da542b54-67c7-48ac-89e9-4c81efa6eb8a
Isaac Gabriel Achong	b166faeb-7005-422d-8dd1-b8039edc0705	Gabriel Achong ; Gabriel Asong	d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676;7e578697-bd29-48d5-b551-54dd5f3ab96c	Akwa Ibom State Police Command	b166faeb-7005-422d-8dd1-b8039edc0705;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676;7e578697-bd29-48d5-b551-54dd5f3ab96c;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676	Commander	b166faeb-7005-422d-8dd1-b8039edc0705;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676;7e578697-bd29-48d5-b551-54dd5f3ab96c;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676			Commissioner of Police	b166faeb-7005-422d-8dd1-b8039edc0705;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676;7e578697-bd29-48d5-b551-54dd5f3ab96c;d56f481b-db3e-433e-bdfa-ddf765c26e1d;46ed908a-8eff-4563-a9bb-cd910fe69676
Michael E. Zuokumor	9552cff8-86f7-4cf4-bb76-6bedd5cef11f	Michael Zuokumor ; Mike Zuokumor	efdfbef6-89c7-4504-a9f5-70621a4f550e;a832ab22-79cb-477b-8e09-3b3b506af5aa;1130097d-a388-4dd8-935f-8632f57629ba;f4443db8-050b-470a-9f00-59a8b3c33ec2;95c12151-1145-4c8a-8856-10b6ef476a32;79912a9c-b8f1-4997-9fc7-597b895fb9c2;e6ba52c3-f324-404b-b727-4fe1934d6899;68bf9178-ea4f-4af1-91d1-ce79d6eff4f0;e2cdd174-ac4f-4cb0-8027-6e22bc2912ae;98a65efb-7a7e-4df3-9398-f2c8355c6ec0;a271858f-61dd-4d24-97ee-639ae4f765b6;e664070a-28e6-4dcf-ad3e-9f806f326ad0;3056dec7-1c04-4e3a-80d7-ce753f6b6259;fd7ee76f-bc9f-4437-a913-b3af497fad82;8d331b94-c23b-4d57-b0bb-c48fccb5521c;fe639043-2514-463d-b136-a84499fa7b09	Akwa Ibom State Police Command	e664070a-28e6-4dcf-ad3e-9f806f326ad0;3056dec7-1c04-4e3a-80d7-ce753f6b6259;fd7ee76f-bc9f-4437-a913-b3af497fad82	Commander	e664070a-28e6-4dcf-ad3e-9f806f326ad0;3056dec7-1c04-4e3a-80d7-ce753f6b6259;fd7ee76f-bc9f-4437-a913-b3af497fad82			Commissioner of Police	e664070a-28e6-4dcf-ad3e-9f806f326ad0;3056dec7-1c04-4e3a-80d7-ce753f6b6259;fd7ee76f-bc9f-4437-a913-b3af497fad82
Murtala Miana	e66059c8-b530-46b9-901b-f006f67ea2e6	Murtala Mani	3f05d879-1ff4-4f98-b221-e4830677c5c4;86c68eaa-188e-421e-9dd0-d6f301a9491e;382551f7-b584-45cc-8d76-469ec81b5406	Akwa Ibom State Police Command	3f05d879-1ff4-4f98-b221-e4830677c5c4;86c68eaa-188e-421e-9dd0-d6f301a9491e;e66059c8-b530-46b9-901b-f006f67ea2e6;382551f7-b584-45cc-8d76-469ec81b5406	Commander	3f05d879-1ff4-4f98-b221-e4830677c5c4;86c68eaa-188e-421e-9dd0-d6f301a9491e;e66059c8-b530-46b9-901b-f006f67ea2e6;382551f7-b584-45cc-8d76-469ec81b5406			Commissioner of Police	3f05d879-1ff4-4f98-b221-e4830677c5c4;86c68eaa-188e-421e-9dd0-d6f301a9491e;e66059c8-b530-46b9-901b-f006f67ea2e6;382551f7-b584-45cc-8d76-469ec81b5406
Richard Chime	4ee86b8e-f863-4e4e-84b3-88d33eaf33b1			Akwa Ibom State Police Command	4ee86b8e-f863-4e4e-84b3-88d33eaf33b1	Commander	4ee86b8e-f863-4e4e-84b3-88d33eaf33b1			Commissioner of Police	4ee86b8e-f863-4e4e-84b3-88d33eaf33b1
Sani Magaji	684990e4-47d3-4431-bdb4-cdb86e336aa0;5ee6f22e-9f0a-4ddc-9beb-ca967976f7c4;0542428a-e40d-4f57-ab5a-46059d1155cb;efdfbef6-89c7-4504-a9f5-70621a4f550e;91142cc4-5467-484d-8be1-0c0b08f7482a;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;53e9b514-a4f6-4c0d-ab4e-ad79db4bbc33			Akwa Ibom State Police Command	684990e4-47d3-4431-bdb4-cdb86e336aa0;5ee6f22e-9f0a-4ddc-9beb-ca967976f7c4;0542428a-e40d-4f57-ab5a-46059d1155cb;53e9b514-a4f6-4c0d-ab4e-ad79db4bbc33	Commander	684990e4-47d3-4431-bdb4-cdb86e336aa0;5ee6f22e-9f0a-4ddc-9beb-ca967976f7c4;0542428a-e40d-4f57-ab5a-46059d1155cb;53e9b514-a4f6-4c0d-ab4e-ad79db4bbc33			Commissioner of Police	684990e4-47d3-4431-bdb4-cdb86e336aa0;5ee6f22e-9f0a-4ddc-9beb-ca967976f7c4;0542428a-e40d-4f57-ab5a-46059d1155cb;53e9b514-a4f6-4c0d-ab4e-ad79db4bbc33
Solomon Ehigiator Arase	1f4ba2e8-5290-4672-9b92-49058b64a831	Solomon Arase ; Arase Ehigiator Solomon	a9071038-f57d-42d7-a4d7-d91e11958573;9552cff8-86f7-4cf4-bb76-6bedd5cef11f;a271858f-61dd-4d24-97ee-639ae4f765b6;2a188c61-c424-4d71-b378-b77a687aec38;40874072-8c22-4355-8923-20a59467aec9;73bea6e4-9c3e-4909-8c06-8aeafc4e305e;9eb2dc9a-a476-4f64-b19e-1d655bcab90d;07c77b18-66b2-42dc-83be-82da10e9ceec	Akwa Ibom State Police Command	a271858f-61dd-4d24-97ee-639ae4f765b6;9eb2dc9a-a476-4f64-b19e-1d655bcab90d;40874072-8c22-4355-8923-20a59467aec9	Commander	a271858f-61dd-4d24-97ee-639ae4f765b6;9eb2dc9a-a476-4f64-b19e-1d655bcab90d;40874072-8c22-4355-8923-20a59467aec9			Commissioner of Police	a271858f-61dd-4d24-97ee-639ae4f765b6;9eb2dc9a-a476-4f64-b19e-1d655bcab90d;40874072-8c22-4355-8923-20a59467aec9
